EAR,MAR,PUC,MOE,EAR_N,MAR_N,PUC_N,MOE_N,Label
0.3333333333333333,1.7179113807746669,0.4712316782125732,5.1537341423240015,5.857174805250918,35.045909689891765,3.7696262991268417,2.4896602882777707,1
0.277706748729038,0.9454665953993264,0.4681234453232706,3.4045503025273263,2.7285385505240094,-1.7459676279404381,3.649509341808935,-2.67356313423606,1
0.27945682725502596,0.9556620947439879,0.4751691223029788,3.419712819797644,2.8269691689769414,-1.2603516095727922,3.921787935848664,-2.6288065668969325,1
0.27477619230457145,0.9160408373737716,0.4569639830523207,3.333770767004444,2.5637136715325903,-3.1475291372648444,3.2182544452071538,-2.8824894616647856,1
0.2811374135504657,0.9419840358659988,0.4610404874098965,3.3506178490075182,2.9214912981084122,-1.911843436189938,3.375790034515922,-2.832760412939184,1
0.26896963618282343,0.9419840358659988,0.4795337465825106,3.5021947058206804,2.2371323772317253,-1.911843436189938,4.090457854405132,-2.385337357910437,1
0.2716547485404188,0.9602457965375072,0.4648157148715818,3.5348021770163722,2.388152612066336,-1.0420279219233972,3.5216828462937397,-2.2890869494650268,1
0.22311222940964107,0.8512876032641193,0.4539335624988844,3.815512961869645,-0.3420506950156991,-6.2317535250799105,3.1011445280174934,-1.4604876528495616,1
0.2785430072655778,1.7489492643904123,0.3599889690030993,6.2789200187060175,2.7755726942586083,36.52425743437268,-0.5293230492408333,5.810972742372187,1
0.3579395538830646,1.405563856997455,0.7728577702660241,3.926819044582704,7.241115851628788,20.168662807118352,15.425898436855766,-1.1319354673919562,1
0.2188333170922969,0.9790552705531632,0.3601218379878281,4.473977196718308,-0.5827118878980463,-0.1461245855306315,-0.5241883573641495,0.4831605120302697,0
0.21944034549027994,0.982902181355402,0.3619799578867128,4.479131579743796,-0.548570459530864,0.037105430346609916,-0.4523817339434839,0.4983751684662108,0
0.2249483468462788,0.9790552705531632,0.3728980482946845,4.352355926501708,-0.23878094331216995,-0.1461245855306315,-0.030454598418704376,0.1241600589211048,0
0.2304857303786989,0.963645448478956,0.3812796928323554,4.180933226953535,0.07266113063676276,-0.8801010379295658,0.2934521598715821,-0.3818437568702423,0
0.2345402033398357,0.974569658860499,0.3729045519215397,4.155234987361215,0.3006990587292045,-0.3597761994925809,-0.030203267229186388,-0.4576995643397761,0
0.2087081181484748,0.98742464940998,0.3628892500777387,4.731127174974223,-1.1521889594692971,0.2525125286766201,-0.41724234278818856,1.24221325458488,0
0.2338640687379165,0.9781555710457734,0.3967133458407424,4.182581686552109,0.2626708525452813,-0.18897765998398552,0.8898821912402121,-0.37697785025895225,0
0.218969218477376,0.9886091575027728,0.3601824605697501,4.5148316479236845,-0.5750683123765471,0.3089311585348566,-0.5218456113909387,0.603754273862687,0
0.20275738439401855,0.975223728564229,0.35520651396041714,4.809806219777801,-1.4868793147887425,-0.32862257822079805,-0.7141399431787728,1.4744572747663522,0
0.22097179621920207,0.9982295648551708,0.3610409423776713,4.517452371455295,-0.4624362431859733,0.7671552979922861,-0.4886697760038384,0.6114900994600235,0
0.2188333170922969,0.9514455416809364,0.3601218379878281,4.347809347877531,-0.5827118878980463,-1.4611878452974536,-0.5241883573641495,0.11073951345838337,0
0.21366930290239508,0.9896756626597704,0.3546398407715565,4.631810228312758,-0.8731543468298764,0.3597292578139133,-0.7360389004524827,0.9490504814171102,0
0.2071288676134852,0.9591087022660314,0.3247384898183073,4.630492665347765,-1.2410116063064658,-1.0961882110819583,-1.8915698481367056,0.9451613121904612,0
0.22559870481605196,0.9814968833887732,0.34644211789362633,4.35063172986327,-0.20220250627065134,-0.029829516153260082,-1.052838047781908,0.11907059247049187,0
0.22084861984151904,0.9774407064228964,0.33785506721219705,4.425840229947137,-0.4693641191950155,-0.22302696939963687,-1.3846826800608476,0.34107029334258104,0
0.20686559031161889,0.9795105628445432,0.32426333828232884,4.735009632916837,-1.25581925479909,-0.12443881789343365,-1.909931971825405,1.2536734552396909,0
0.2198343411445728,0.978138655274857,0.3377797955690211,4.449435198259538,-0.5264107476414127,-0.1897833654273747,-1.3875915356944537,0.4107176856133796,0
0.22097179621920207,1.0110340157590634,0.3612291717459945,4.575398458345004,-0.4624362431859733,1.3770368011075012,-0.4813956946186694,0.7825347811366711,0
0.2152328205405995,0.9519107595521824,0.3250302599615885,4.42270262110245,-0.7852165738641491,-1.4390293180227458,-1.8802944569111115,0.3318087308303961,0
0.245650699088474,0.9409753755839644,0.3924234692742738,3.8305422255080215,0.9255927144237306,-1.9598863591982705,0.7241008811565918,-1.4161244222529312,0
0.2345402033398357,0.9669281624436616,0.3993192896058075,4.1226542344326225,0.3006990587292045,-0.7237439600572679,0.9905882989062365,-0.5538711060706923,0
0.2188333170922969,0.9712327393403752,0.3892205192820537,4.438230669102092,-0.5827118878980463,-0.5187151112805856,0.6003236028094714,0.3776442681327508,0
0.2289670023803641,0.982902181355402,0.3911731341946125,4.2927678274033,-0.012757514251461922,0.037105430346609916,0.6757819646707526,-0.0517314980256687,0
0.21023533249105467,1.0046965319216292,0.33436415684651394,4.778913801106093,-1.0662930125057393,1.0751797204912823,-1.5195881219402247,1.3832693412656574,0
0.20556985729795235,0.9704465512210438,0.32546344784459,4.720762878258371,-1.3286958714715191,-0.5561615895050697,-1.8635540091048344,1.2116200268499355,0
0.19845727302070704,0.9747160236069666,0.3414669464451085,4.911465368695581,-1.7287328177066097,-0.3528047836740669,-1.2451024236552863,1.7745337372073249,0
0.2359645890915044,1.010655361986533,0.3984774606611614,4.2830806345888295,0.3808115613228464,1.3590013590815695,0.9580560096556338,-0.08032605721385087,0
0.245650699088474,0.982902181355402,0.3924234692742738,4.001218742721339,0.9255927144237306,0.037105430346609916,0.7241008811565918,-0.9123231800396924,0
0.2502103049700665,0.9701596378985,0.4050938801501622,3.877376825125423,1.1820411081170363,-0.5698273944451013,1.2137460450107298,-1.2778785179477945,0
0.2463609105311111,1.0246027741973045,0.3941026880657876,4.158950265236638,0.9655375228954856,2.0233226007747005,0.7889939117277147,-0.4467328441408516,0
0.23761412242961005,0.9635793762024004,0.3667461176389234,4.055227721104194,0.4735871620844214,-0.8832480888763384,-0.2681945678218871,-0.7529000160086254,0
0.245650699088474,1.0024110945186118,0.3924234692742738,4.080636034166472,0.9255927144237306,0.966323354131653,0.7241008811565918,-0.6779000107804917,0
0.2485114557143105,0.9444516664585028,0.3653971536187488,3.8004351298164982,1.086491805374774,-1.794309129862755,-0.3203249774164726,-1.5049942472087834,0
0.2406406597665584,0.982902181355402,0.3783952414158395,4.084522467270906,0.6438103477432097,0.037105430346609916,0.1819831869784521,-0.6664280762826363,0
0.24423041956882635,0.9519107595521824,0.3936644706236001,3.897592942077902,0.8457111608711407,-1.4390293180227458,0.7720590977437458,-1.218204785440951,0
0.2449365247794424,0.9747160236069666,0.3951205175681953,3.9794637589664,0.8854250203018421,-0.3528047836740669,0.8283277027439493,-0.9765393242346716,0
0.2203605314348768,1.0011672020313878,0.35833266871586666,4.543314519675059,-0.4968159409344883,0.9070762200283644,-0.5933303993952803,0.6878297307822067,0
0.24134995851173086,0.9653962525477552,0.3783193388922767,3.9999851605561063,0.6837038228750169,-0.7967094871981788,0.1790499511149165,-0.9159644555787256,0
0.2664069306192421,0.9547667378366129,0.4124742964744131,3.583865988836448,2.0929967342932616,-1.3029978441199082,1.4989605653446023,-2.144260878800736,0
0.24130818021604306,0.9820064469806472,0.3797613197604861,4.069511634878924,0.6813540634662868,-0.005558783134130643,0.2347749757731597,-0.7107369017098856,0
